k1,k5,k6,k11,tau_LPL,k14,k16
0.011395416169142213,0.10755700706891654,2.902352781922385,0.001145657675178175,60.000054377276946,0.04131337586902003,0.0022634625469378413
0.016979122918798224,0.14967687957084053,1.6448870481703786,0.01335414352917975,719.9999991841232,0.01765752995302384,0.04523069443537903
0.012541690350191585,0.1175752605168288,9.999999928190169,0.001823909590820018,175.02078826130995,0.022052369926523603,0.00021142976705455517
0.014906015884744625,0.08967817117770459,1.2307009717923052,0.006721356514002191,719.9999999999991,0.020009528580812046,2.51766578001489e-16
0.008197839414758405,0.1278135882166371,2.840267470221206,0.005229355964027672,719.9999989846362,0.024331396494057293,0.008174940709892145
0.0121995399301578,0.19901307001113536,2.3379365871863773,0.001507606574009767,305.97048217285726,0.014705469884342043,0.0012263129167809945
0.011371043454516571,0.20829230879820168,9.999999999999593,0.0017896393327985112,60.000003801877064,0.049825500318622526,0.01127126681186527
0.006439471670319691,0.16795747782727963,0.23180704188525542,0.0008685153970911548,113.99492730188646,0.019992694218805916,0.011077436394876015
0.013868302652696689,0.07557218929204283,5.681105265582367,0.0004938576666509464,202.57629876743835,0.02260417521649756,5.245873681934855e-16
0.0373851308090038,0.42195124127356354,1.4598986598069457,0.07690993841487127,109.89332814698776,0.0999999999928283,0.7327136407656457
0.0089259041164089,0.11736998746168249,9.999999999999975,0.0011950691815344674,102.91559026785134,0.028909258548471317,0.002411628221866347
0.009352054696378433,0.08452188431983688,1.6075107319812367,0.0007092081267140772,179.89367842770682,0.016080691362621254,4.846671709171961e-16
0.03166443271744636,0.42799043466907166,9.999999969187906,0.00899597719927582,213.5429966015812,0.024188736940039864,0.026444684904911434
0.030678200199809852,0.401459494129858,9.999999999999998,0.011449371902933983,191.01685296657053,0.02635139889623623,0.023176490828995457
0.01810924990923443,0.08474657906192352,3.2905341921803273,0.0019829823923796733,153.61452503246417,0.026905630581820335,0.0012520606569601108
0.019909504683802454,0.2382929817042522,1.5269457975797585,0.002497983076581829,101.72257817239078,0.041615538903017404,0.005495762019662368
0.049999989629841986,0.9386420002526599,9.999999999221881,0.053412886772754825,570.8908104687858,0.040333556538102396,0.1720183043645583
0.009704418993084662,0.11119560744533098,0.9095649161164965,0.005120523996748766,719.999999962345,0.018128762927250134,0.026540277548816882
0.013268520210708989,0.1790239980517655,0.8490355107807216,0.002874737633435771,75.62517824573324,0.04591259472994279,0.004266876191749951
0.00912221708716853,0.03749881877689457,2.2309081478182047,0.00027813766418704295,144.26171383331626,0.020632175797551357,0.0015680067366355048
0.005966638457833585,0.04668166327339021,0.6886444818708102,0.0009758197638884305,108.98586678306893,0.017001109051813575,0.0006893454643417149
0.005493653747347948,0.12335635863631653,2.8546695195817837,0.0021592867228585194,60.00000006108475,0.027499771153830718,0.010373526972633336
0.010746407473751256,0.05219825654735443,2.4710329508470004,0.0003640303582319558,166.4417712254964,0.022842506332575754,0.0009151321489735485
0.02310759008780355,0.371962633855778,9.999999941682784,0.009006119899659314,705.7187057529491,0.02092923970096032,0.07316333232722573
0.01044520704798532,0.07038790193722236,2.1393259010994305,0.00028816664869211323,188.02566087646875,0.02220208279158096,0.00687293087309907
0.00783799816260374,0.12884989122180665,3.187694300362037,0.017636060404552702,719.9999993068308,0.017748366853006063,0.08181768523139242
0.010078348084196422,0.0956285346062912,3.4071324066575075,0.0003854641598345109,214.7388790196352,0.01910543847452646,0.005989270850604898
0.013543653609092626,0.156564020276458,1.6144789222513445,0.0010100032534668475,137.1196747247223,0.033931003037951254,0.013264668107586758
0.014344826093220742,0.10228532439174705,2.4132867020181537,0.0005829569434849178,60.00000000000148,0.04669465978922721,2.1720090051912533e-21
0.011133386710357624,0.08697008859580847,4.847989862072948,0.00024163368180585098,185.18059986092317,0.020885877644852273,0.0027617832572966565
0.009892503513726938,0.041346138735991515,1.4471306582974353,0.000640601166486274,186.18115238988884,0.014372447495651907,0.0015156757216718266
0.017039458147362456,0.057308352790435946,2.2658790566814617,0.0022304137709790637,719.9999923460533,0.015218918410923262,0.028611852304707523
0.018560047505661495,0.2213580495164936,1.7482765202301784,0.0018401299284247872,442.7330788083596,0.016906336529562208,0.004523055297459202
0.017369910928568308,0.13976289733330857,1.414360719085205,0.0020012343895122768,449.861554148735,0.011064172879081655,1.5940271254695443e-15
0.00969137956410451,0.07165424720075515,4.9214974943474745,0.0005483917301683334,90.62768250977655,0.029346031845127823,0.0030488709713029833
0.010684419393972609,0.08962900560880255,1.1360691997917858,0.0012945187593813895,176.02649975212043,0.01641881724618256,0.0067124799705342445
0.009880986175355726,0.20231767786259805,1.5138805789484304,0.003099113884422403,60.0000027865568,0.0467264969366484,0.031487615996643986
0.009024855717398835,0.13543226162628433,2.041061247224998,0.0078010660355365725,719.999999980929,0.022619743545380332,0.15108707946688152
0.017094363590784877,0.25974160661384155,1.4839537583314266,0.0035686425462343285,60.000000505077324,0.04723228574316153,0.0009997625670109698
0.009317377660273955,0.05805758194432247,4.404955115560127,0.0013000465155374012,200.79136781393083,0.019979891574334236,0.0036442405567411354
0.008942713526831911,0.06648068272711181,1.1877978010770145,0.00026420090794950976,207.9618115696906,0.018499699708560247,0.016600937593684053
0.013676776529376355,0.09164063576645959,2.8015233578747156,0.0009063083956221227,199.64072628157138,0.02195781947145379,0.0065768870938484585
0.016012812834042205,0.13846651166373405,1.691271438668329,0.0012692977909860542,100.01859363003074,0.032992873718253574,0.004100888158204384
